역명,승강기- 승강기 종류,승강기 설치위치
중계역,승강기- 에스컬레이터,6번 출입구
중계역,승강기- 에스컬레이터,1번 출입구
중계역,승강기- 에스컬레이터,3번 출입구
중계역,승강기- 에스컬레이터,3번 출입구
중계역,승강기- 에스컬레이터,"노원 방면3-4, 하계 방면6-1"
중계역,승강기- 에스컬레이터,"노원 방면3-4, 하계 방면6-1"
중계역,승강기- 에스컬레이터,4번 출입구
중계역,승강기- 에스컬레이터,4번 출입구
중계역,승강기- 에스컬레이터,6번 출입구
중계역,승강기- 엘리베이터,"노원 방면5-1, 하계 방면4-4"
중계역,승강기- 엘리베이터,5번 출입구
중계역,승강기- 엘리베이터,3번 출입구
하계역,승강기- 에스컬레이터,2번 출입구
하계역,승강기- 에스컬레이터,2번 출입구
하계역,승강기- 에스컬레이터,4번 출입구
하계역,승강기- 에스컬레이터,4번 출입구
하계역,승강기- 에스컬레이터,3번 출입구
하계역,승강기- 에스컬레이터,3번 출입구
하계역,승강기- 엘리베이터,"중계 방면4-4, 공릉 방면5-1"
하계역,승강기- 엘리베이터,1번 출입구
하계역,승강기- 엘리베이터,6번 출입구
공릉역,승강기- 에스컬레이터,하계 방면7-3
공릉역,승강기- 에스컬레이터,태릉입구 방면2-2
공릉역,승강기- 에스컬레이터,대합실
공릉역,승강기- 에스컬레이터,대합실
공릉역,승강기- 에스컬레이터,4번 출입구
공릉역,승강기- 에스컬레이터,4번 출입구
공릉역,승강기- 에스컬레이터,1번 출입구
공릉역,승강기- 에스컬레이터,1번 출입구
공릉역,승강기- 엘리베이터,하계 방면7-3
공릉역,승강기- 엘리베이터,태릉입구 방면2-2
공릉역,승강기- 엘리베이터,2번 출입구
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,대합실(B3)
태릉입구역,승강기- 에스컬레이터,4번 출입구
태릉입구역,승강기- 에스컬레이터,4번 출입구
태릉입구역,승강기- 엘리베이터,공릉 방면6-4
태릉입구역,승강기- 엘리베이터,먹골 방면3-1
먹골역,승강기- 에스컬레이터,2번 출입구
먹골역,승강기- 에스컬레이터,2번 출입구
먹골역,승강기- 에스컬레이터,7번 출입구
먹골역,승강기- 에스컬레이터,7번 출입구
먹골역,승강기- 에스컬레이터,5번 출입구
먹골역,승강기- 에스컬레이터,5번 출입구
먹골역,승강기- 엘리베이터,태릉입구 방면4-4
먹골역,승강기- 엘리베이터,중화 방면5-1
먹골역,승강기- 엘리베이터,2번 출입구
중화역,승강기- 에스컬레이터,먹골 방면3-3
중화역,승강기- 에스컬레이터,먹골 방면3-3
중화역,승강기- 에스컬레이터,상봉 방면6-1
중화역,승강기- 에스컬레이터,상봉 방면6-1
중화역,승강기- 에스컬레이터,3번 출입구
중화역,승강기- 에스컬레이터,3번 출입구
중화역,승강기- 엘리베이터,먹골 방면4-4
중화역,승강기- 엘리베이터,상봉 방면5-1
중화역,승강기- 엘리베이터,3번 출입구
상봉역,승강기- 에스컬레이터,1번 출입구
상봉역,승강기- 에스컬레이터,1번 출입구
상봉역,승강기- 에스컬레이터,2번 출입구
상봉역,승강기- 에스컬레이터,2번 출입구
상봉역,승강기- 에스컬레이터,3번 출입구
상봉역,승강기- 에스컬레이터,3번 출입구
상봉역,승강기- 엘리베이터,중화 방면3-2
상봉역,승강기- 엘리베이터,면목 방면6-2
상봉역,승강기- 엘리베이터,중화 방면4-2
상봉역,승강기- 엘리베이터,면목 방면5-1
상봉역,승강기- 엘리베이터,3번 출입구
면목역,승강기- 에스컬레이터,대합실
면목역,승강기- 에스컬레이터,대합실
면목역,승강기- 에스컬레이터,3번 출입구
면목역,승강기- 에스컬레이터,3번 출입구
면목역,승강기- 에스컬레이터,2번 출입구
면목역,승강기- 에스컬레이터,2번 출입구
면목역,승강기- 엘리베이터,상봉 방면4-4
면목역,승강기- 엘리베이터,사가정 방면5-2
면목역,승강기- 엘리베이터,3번 출입구
사가정역,승강기- 에스컬레이터,대합실
사가정역,승강기- 에스컬레이터,2번 출입구
사가정역,승강기- 에스컬레이터,대합실
사가정역,승강기- 에스컬레이터,1번 출입구
사가정역,승강기- 에스컬레이터,1번 출입구
사가정역,승강기- 에스컬레이터,3번 출입구
사가정역,승강기- 에스컬레이터,3번 출입구
사가정역,승강기- 에스컬레이터,4번 출입구
사가정역,승강기- 에스컬레이터,4번 출입구
사가정역,승강기- 에스컬레이터,2번 출입구
사가정역,승강기- 엘리베이터,면목 방면3-3
사가정역,승강기- 엘리베이터,용마산 방면6-2
사가정역,승강기- 엘리베이터,3번 출입구
용마산역,승강기- 에스컬레이터,대합실
용마산역,승강기- 에스컬레이터,대합실
용마산역,승강기- 에스컬레이터,대합실
용마산역,승강기- 에스컬레이터,대합실
용마산역,승강기- 에스컬레이터,1번 출입구
용마산역,승강기- 에스컬레이터,1번 출입구
용마산역,승강기- 에스컬레이터,3번 출입구
용마산역,승강기- 에스컬레이터,3번 출입구
용마산역,승강기- 엘리베이터,사가정 방면3-3
용마산역,승강기- 엘리베이터,중곡 방면6-1
용마산역,승강기- 엘리베이터,1번 출입구
중곡역,승강기- 에스컬레이터,4번 출입구
중곡역,승강기- 에스컬레이터,4번 출입구
중곡역,승강기- 에스컬레이터,2번 출입구
중곡역,승강기- 에스컬레이터,2번 출입구
중곡역,승강기- 엘리베이터,용마산 방면4-4
중곡역,승강기- 엘리베이터,군자 방면5-1
중곡역,승강기- 엘리베이터,1번 출입구
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 에스컬레이터,대합실
군자역,승강기- 엘리베이터 1,7번 출입구
어린이대공원역,승강기- 에스컬레이터,5번 출입구
어린이대공원역,승강기- 에스컬레이터,5번 출입구
어린이대공원역,승강기- 에스컬레이터,3번 출입구
어린이대공원역,승강기- 에스컬레이터,3번 출입구
어린이대공원역,승강기- 에스컬레이터,1번 출입구
어린이대공원역,승강기- 에스컬레이터,1번 출입구
어린이대공원역,승강기- 엘리베이터,군자 방면3-3
어린이대공원역,승강기- 엘리베이터,건대입구 방면6-2
어린이대공원역,승강기- 엘리베이터,1번 출입구
어린이대공원역,승강기- 엘리베이터,5번 출입구
건대입구역,승강기- 에스컬레이터,"대합실(B3, 2호선 환승통로)"
건대입구역,승강기- 에스컬레이터,3번 출입구
건대입구역,승강기- 에스컬레이터,3번 출입구
건대입구역,승강기- 에스컬레이터,"대합실(B3, 2호선 환승통로)"
건대입구역,승강기- 에스컬레이터,"2호선 환승통로(E/S ,2 상부)"
건대입구역,승강기- 에스컬레이터,"2호선 환승통로(E/S ,2 상부)"
건대입구역,승강기- 에스컬레이터,환승통로(뚝섬유원지 방면1-1)
건대입구역,승강기- 에스컬레이터,환승통로(뚝섬유원지 방면1-1)
건대입구역,승강기- 에스컬레이터,어린이대공원 방면6-4
건대입구역,승강기- 에스컬레이터,"대합실(B2, 3번 출입구방면)"
건대입구역,승강기- 에스컬레이터,"대합실(B2, 3번 출입구방면)"
건대입구역,승강기- 엘리베이터,어린이대공원 방면5-4
건대입구역,승강기- 엘리베이터,뚝섬유원지 방면4-1
건대입구역,승강기- 휠체어리프트,뚝섬유원지 방면1-1
건대입구역,승강기- 휠체어리프트,"대합실(B2, 3번 출입구 방면)"
건대입구역,승강기- 휠체어리프트,3번 출입구
뚝섬유원지역,승강기- 에스컬레이터,1번 출입구
뚝섬유원지역,승강기- 에스컬레이터,1번 출입구
뚝섬유원지역,승강기- 에스컬레이터,4번 출입구
뚝섬유원지역,승강기- 에스컬레이터,4번 출입구
뚝섬유원지역,승강기- 엘리베이터,1번 출입구
뚝섬유원지역,승강기- 엘리베이터,건대입구 방면1-4
뚝섬유원지역,승강기- 엘리베이터,청담 방면7-4
청담역,승강기- 에스컬레이터,"4,5,10,11번 출입구방면 통로"
청담역,승강기- 에스컬레이터,2번 출입구
청담역,승강기- 에스컬레이터,6번 출입구
청담역,승강기- 에스컬레이터,6번 출입구
청담역,승강기- 에스컬레이터,7번 출입구
청담역,승강기- 에스컬레이터,7번 출입구
청담역,승강기- 에스컬레이터,9번 출입구
청담역,승강기- 에스컬레이터,9번 출입구
청담역,승강기- 에스컬레이터,"4,5,10,11번 출입구방면 통로"
청담역,승강기- 에스컬레이터,4번 출입구
청담역,승강기- 에스컬레이터,4번 출입구
청담역,승강기- 에스컬레이터,10번 출입구
청담역,승강기- 에스컬레이터,10번 출입구
청담역,승강기- 에스컬레이터,1번 출입구
청담역,승강기- 에스컬레이터,1번 출입구
청담역,승강기- 에스컬레이터,2번 출입구
청담역,승강기- 엘리베이터,5번 출입구
청담역,승강기- 엘리베이터,10번 출입구
청담역,승강기- 휠체어리프트,뚝섬유원지 방면8-4
청담역,승강기- 휠체어리프트,강남구청 방면1-1
강남구청역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
강남구청역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
강남구청역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
강남구청역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
강남구청역,승강기- 에스컬레이터,1번 출입구
강남구청역,승강기- 에스컬레이터,1번 출입구
강남구청역,승강기- 에스컬레이터,4번 출입구
강남구청역,승강기- 엘리베이터,청담 방면1-1
강남구청역,승강기- 엘리베이터,학동 방면8-4
강남구청역,승강기- 휠체어리프트,대합실(1~4번 출입구 방면)
학동역,승강기- 에스컬레이터,3~5번 출입구 방면 통로
학동역,승강기- 에스컬레이터,"1,2,9,10번 출입구 방면 통로"
학동역,승강기- 에스컬레이터,3~5번 출입구 방면 통로
학동역,승강기- 에스컬레이터,6~8번 출입구 방면 통로
학동역,승강기- 에스컬레이터,6~8번 출입구 방면 통로
학동역,승강기- 에스컬레이터,1번 출입구
학동역,승강기- 에스컬레이터,1번 출입구
학동역,승강기- 에스컬레이터,10번 출입구
학동역,승강기- 에스컬레이터,10번 출입구
학동역,승강기- 에스컬레이터,"1,2,9,10번 출입구 방면 통로"
학동역,승강기- 엘리베이터,강남구청 방면4-4
학동역,승강기- 엘리베이터,논현 방면5-1
학동역,승강기- 엘리베이터,3번 출입구
논현역,승강기- 에스컬레이터,대합실(1~10번 출입구 방면)
논현역,승강기- 에스컬레이터,"대합실(7,8번 출입구)"
논현역,승강기- 에스컬레이터,"대합실(7,8번 출입구)"
논현역,승강기- 에스컬레이터,2번 출입구
논현역,승강기- 에스컬레이터,2번 출입구
논현역,승강기- 에스컬레이터,9번 출입구
논현역,승강기- 에스컬레이터,9번 출입구
논현역,승강기- 에스컬레이터,5번 출입구
논현역,승강기- 에스컬레이터,5번 출입구
논현역,승강기- 에스컬레이터,8번 출입구
논현역,승강기- 에스컬레이터,8번 출입구
논현역,승강기- 에스컬레이터,대합실(1~10번 출입구 방면)
논현역,승강기- 에스컬레이터,대합실(1~10번 출입구 방면)
논현역,승강기- 에스컬레이터,대합실(1~10번 출입구 방면)
논현역,승강기- 에스컬레이터,"대합실(1,2번 출입구)"
논현역,승강기- 에스컬레이터,"대합실(1,2번 출입구)"
논현역,승강기- 에스컬레이터,"대합실(9,10번 출입구)"
논현역,승강기- 에스컬레이터,"대합실(9,10번 출입구)"
논현역,승강기- 에스컬레이터,"대합실(5,6번 출입구)"
논현역,승강기- 엘리베이터,학동 방면7-4
논현역,승강기- 엘리베이터,반포 방면2-1
논현역,승강기- 엘리베이터,10번 출입구
논현역,승강기- 휠체어리프트,대합실(1~10번 출입구 방면)
반포역,승강기- 에스컬레이터,1번 출입구
반포역,승강기- 에스컬레이터,1번 출입구
반포역,승강기- 에스컬레이터,6번 출입구
반포역,승강기- 에스컬레이터,6번 출입구
반포역,승강기- 에스컬레이터,대합실(1~6번 출입구 방면)
반포역,승강기- 에스컬레이터,대합실(1~6번 출입구 방면)
반포역,승강기- 엘리베이터,논현 방면5-1
반포역,승강기- 엘리베이터,고속터미널 방면4-4
반포역,승강기- 엘리베이터,6번 출입구
반포역,승강기- 엘리베이터,1번 출입구
반포역,승강기- 휠체어리프트,대합실(1~6번 출입구 방면)
고속터미널역,승강기- 에스컬레이터,반포 방면2-4
고속터미널역,승강기- 에스컬레이터,"환승통로(3,9호선)"
고속터미널역,승강기- 에스컬레이터,"환승통로(3,9호선)"
고속터미널역,승강기- 에스컬레이터,대합실(3번 출입구)
고속터미널역,승강기- 에스컬레이터,대합실(3번 출입구)
고속터미널역,승강기- 에스컬레이터,대합실(4~6번 출입구 방면)
고속터미널역,승강기- 에스컬레이터,대합실(4~6번 출입구 방면)
고속터미널역,승강기- 에스컬레이터,3번 출입구 방면 통로
고속터미널역,승강기- 에스컬레이터,3번 출입구 방면 통로
고속터미널역,승강기- 에스컬레이터,3번 출입구
고속터미널역,승강기- 에스컬레이터,3번 출입구
고속터미널역,승강기- 에스컬레이터,반포 방면2-4
고속터미널역,승강기- 에스컬레이터,"4,5,6번 출입구 방면 통로"
고속터미널역,승강기- 에스컬레이터,"4,5,6번 출입구 방면 통로"
고속터미널역,승강기- 에스컬레이터,내방 방면7-1
고속터미널역,승강기- 에스컬레이터,내방 방면7-1
고속터미널역,승강기- 에스컬레이터,반포 방면4-4
고속터미널역,승강기- 에스컬레이터,내방 방면5-1
고속터미널역,승강기- 에스컬레이터,반포 방면7-1
고속터미널역,승강기- 에스컬레이터,내방 방면2-4
고속터미널역,승강기- 에스컬레이터,"환승통로(3,9호선)"
고속터미널역,승강기- 엘리베이터,반포 방면3-3
고속터미널역,승강기- 엘리베이터,내방 방면6-2
고속터미널역,승강기- 휠체어리프트,"환승통로(3,9호선)"
고속터미널역,승강기- 휠체어리프트,대합실(3번 출입구 방면)
고속터미널역,승강기- 휠체어리프트,3번 출입구
고속터미널역,승강기- 휠체어리프트,"4,5,6번 출입구 방면 통로"
내방역,승강기- 에스컬레이터,2번 출입구
내방역,승강기- 에스컬레이터,대합실(1~8번 출입구 방면)
내방역,승강기- 에스컬레이터,2번 출입구
내방역,승강기- 에스컬레이터,4번 출입구
내방역,승강기- 에스컬레이터,4번 출입구
내방역,승강기- 에스컬레이터,6번 출입구
내방역,승강기- 에스컬레이터,6번 출입구
내방역,승강기- 에스컬레이터,7번 출입구
내방역,승강기- 에스컬레이터,7번 출입구
내방역,승강기- 에스컬레이터,대합실(1~8번 출입구 방면)
내방역,승강기- 엘리베이터,고속터미널 방면 5-2
내방역,승강기- 엘리베이터,이수 방면 4-2
내방역,승강기- 엘리베이터,대합실(고객상담실 앞)
내방역,승강기- 엘리베이터,3번 출입구
내방역,승강기- 엘리베이터,5번 출입구
총신대입구역,승강기- 무빙워크,4호선 환승통로(B4)
총신대입구역,승강기- 무빙워크,4호선 환승통로(B4)
총신대입구역,승강기- 에스컬레이터,내방 방면3-4
총신대입구역,승강기- 에스컬레이터,"대합실(9,10번 출입구 방면)"
총신대입구역,승강기- 에스컬레이터,"대합실(3~8,11,12번출입구방면)"
총신대입구역,승강기- 에스컬레이터,"대합실(3~8,11,12번출입구방면)"
총신대입구역,승강기- 에스컬레이터,"대합실(9,10번 출입구 방면)"
총신대입구역,승강기- 에스컬레이터,6번 출입구
총신대입구역,승강기- 에스컬레이터,6번 출입구
총신대입구역,승강기- 에스컬레이터,7번 출입구
총신대입구역,승강기- 에스컬레이터,7번 출입구
총신대입구역,승강기- 에스컬레이터,3번 출입구
총신대입구역,승강기- 에스컬레이터,3번 출입구
총신대입구역,승강기- 에스컬레이터,남성 방면6-1
총신대입구역,승강기- 에스컬레이터,12번 출입구
총신대입구역,승강기- 에스컬레이터,12번 출입구
총신대입구역,승강기- 에스컬레이터,10번 출입구
총신대입구역,승강기- 에스컬레이터,10번 출입구
총신대입구역,승강기- 에스컬레이터,대합실(환승구간 방면)
총신대입구역,승강기- 에스컬레이터,대합실(환승구간 방면)
총신대입구역,승강기- 에스컬레이터,환승통로(당고개 방면)
총신대입구역,승강기- 에스컬레이터,환승통로(당고개 방면)
총신대입구역,승강기- 에스컬레이터,환승통로(사당 방면)
총신대입구역,승강기- 에스컬레이터,환승통로(사당 방면)
총신대입구역,승강기- 에스컬레이터,"대합실(3~8,11,12번 출입구 방면)"
총신대입구역,승강기- 엘리베이터,내방 방면4-2
총신대입구역,승강기- 엘리베이터,남성 방면5-3
총신대입구역,승강기- 엘리베이터,11번 출입구
총신대입구역,승강기- 휠체어리프트,환승통로(당고개 방면)
총신대입구역,승강기- 휠체어리프트,환승통로(사당 방면)
총신대입구역,승강기- 휠체어리프트,대합실
남성역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
남성역,승강기- 에스컬레이터,3번 출입구
남성역,승강기- 에스컬레이터,2번 출입구 방면 통로
남성역,승강기- 에스컬레이터,2번 출입구 방면 통로
남성역,승강기- 에스컬레이터,2번 출입구
남성역,승강기- 에스컬레이터,2번 출입구
남성역,승강기- 에스컬레이터,1번 출입구
남성역,승강기- 에스컬레이터,1번 출입구
남성역,승강기- 에스컬레이터,4번 출입구
남성역,승강기- 에스컬레이터,4번 출입구
남성역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
남성역,승강기- 에스컬레이터,3번 출입구 방면 통로
남성역,승강기- 에스컬레이터,3번 출입구 방면 통로
남성역,승강기- 에스컬레이터,3번 출입구
남성역,승강기- 엘리베이터,이수 방면6-2
남성역,승강기- 엘리베이터,숭실대입구 방면3-3
남성역,승강기- 엘리베이터,3번 출입구
남성역,승강기- 엘리베이터,2번 출입구
숭실대입구역,승강기- 에스컬레이터,대합실
숭실대입구역,승강기- 에스컬레이터,4번 출입구
숭실대입구역,승강기- 에스컬레이터,3번 출입구
숭실대입구역,승강기- 에스컬레이터,3번 출입구
숭실대입구역,승강기- 에스컬레이터,대합실
숭실대입구역,승강기- 에스컬레이터,대합실
숭실대입구역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
숭실대입구역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
숭실대입구역,승강기- 에스컬레이터,대합실(1~4번 출입구 방면)
숭실대입구역,승강기- 에스컬레이터,1번 출입구
숭실대입구역,승강기- 에스컬레이터,1번 출입구
숭실대입구역,승강기- 에스컬레이터,4번 출입구
숭실대입구역,승강기- 엘리베이터,남성 방면6-1
숭실대입구역,승강기- 엘리베이터,상도 방면3-3
숭실대입구역,승강기- 엘리베이터,2번 출입구
숭실대입구역,승강기- 엘리베이터,3번 출입구
상도역,승강기- 에스컬레이터,대합실(1~5번 출입구 방면)
상도역,승강기- 에스컬레이터,4번 출입구
상도역,승강기- 에스컬레이터,4번 출입구
상도역,승강기- 에스컬레이터,"1,2번 출입구 방면 통로"
상도역,승강기- 에스컬레이터,"1,2번 출입구 방면 통로"
상도역,승강기- 에스컬레이터,3~5번 출입구 방면 통로
상도역,승강기- 에스컬레이터,3~5번 출입구 방면 통로
상도역,승강기- 에스컬레이터,2번 출입구
상도역,승강기- 에스컬레이터,2번 출입구
상도역,승강기- 에스컬레이터,5번 출입구
상도역,승강기- 에스컬레이터,5번 출입구
상도역,승강기- 엘리베이터,숭실대입구 방면4-4
상도역,승강기- 엘리베이터,장승배기 방면4-4
상도역,승강기- 엘리베이터,5번 출입구
장승배기역,승강기- 에스컬레이터,"대합실(5,6번 출입구 방면)"
장승배기역,승강기- 에스컬레이터,6번 출입구
장승배기역,승강기- 에스컬레이터,상도 방면3-3
장승배기역,승강기- 에스컬레이터,상도 방면3-3
장승배기역,승강기- 에스컬레이터,신대방삼거리 방면4-4
장승배기역,승강기- 에스컬레이터,신대방삼거리 방면4-4
장승배기역,승강기- 에스컬레이터,"대합실(3,4번 출입구 방면)"
장승배기역,승강기- 에스컬레이터,5번 출입구 방면 통로
장승배기역,승강기- 에스컬레이터,5번 출입구 방면 통로
장승배기역,승강기- 에스컬레이터,1번 출입구
장승배기역,승강기- 에스컬레이터,1번 출입구
장승배기역,승강기- 에스컬레이터,2번 출입구
장승배기역,승강기- 에스컬레이터,2번 출입구
장승배기역,승강기- 에스컬레이터,6번 출입구
장승배기역,승강기- 엘리베이터,상도 방면4-4
장승배기역,승강기- 엘리베이터,신대방삼거리 방면4-4
장승배기역,승강기- 엘리베이터,2번 출입구
신대방삼거리역,승강기- 에스컬레이터,"대합실(1,2,5,6번 출입구 방면)"
신대방삼거리역,승강기- 에스컬레이터,장승배기 방면3-4
신대방삼거리역,승강기- 에스컬레이터,보라매 방면3-4
신대방삼거리역,승강기- 에스컬레이터,보라매 방면3-4
신대방삼거리역,승강기- 에스컬레이터,"대합실(3,4번 출입구 방면)"
신대방삼거리역,승강기- 에스컬레이터,1번 출입구
신대방삼거리역,승강기- 에스컬레이터,1번 출입구
신대방삼거리역,승강기- 에스컬레이터,1번 출입구
신대방삼거리역,승강기- 에스컬레이터,1번 출입구
신대방삼거리역,승강기- 에스컬레이터,3번 출입구
신대방삼거리역,승강기- 에스컬레이터,3번 출입구
신대방삼거리역,승강기- 에스컬레이터,장승배기 방면3-4
신대방삼거리역,승강기- 엘리베이터,장승배기 방면4-4
신대방삼거리역,승강기- 엘리베이터,보라매 방면4-4
신대방삼거리역,승강기- 엘리베이터,대합실(고객상담실 옆)
신대방삼거리역,승강기- 엘리베이터,3번 출입구
보라매역,승강기- 에스컬레이터,"1,2번 출입구 방면 통로"
보라매역,승강기- 에스컬레이터,8번 출입구
보라매역,승강기- 에스컬레이터,8번 출입구
보라매역,승강기- 에스컬레이터,6번 출입구
보라매역,승강기- 엘리베이터,"신풍 방면5-1, 신대방삼거리 방면4-4"
보라매역,승강기- 엘리베이터,6번 출입구
신풍역,승강기- 에스컬레이터,1번 출입구
신풍역,승강기- 에스컬레이터,1번 출입구
신풍역,승강기- 에스컬레이터,3번 출입구
신풍역,승강기- 에스컬레이터,3번 출입구
신풍역,승강기- 엘리베이터,보라매 방면5-4
신풍역,승강기- 엘리베이터,대림 방면4-1
신풍역,승강기- 엘리베이터,4번 출입구
신풍역,승강기- 엘리베이터,5번 출입구
대림역,승강기- 에스컬레이터,신풍 방면8-4
대림역,승강기- 에스컬레이터,환승통로(2호선)
대림역,승강기- 에스컬레이터,환승통로(2호선)
대림역,승강기- 에스컬레이터,11번 출입구
대림역,승강기- 에스컬레이터,11번 출입구
대림역,승강기- 에스컬레이터,신풍 방면8-4
대림역,승강기- 에스컬레이터,남구로 방면1-1
대림역,승강기- 에스컬레이터,남구로 방면1-1
대림역,승강기- 에스컬레이터,10번 출입구
대림역,승강기- 에스컬레이터,10번 출입구
대림역,승강기- 에스컬레이터,환승통로(2호선)
대림역,승강기- 에스컬레이터,환승통로(2호선)
대림역,승강기- 에스컬레이터,환승통로(2호선)
대림역,승강기- 엘리베이터,신풍 방면5-1
대림역,승강기- 엘리베이터,남구로 방면4-4
대림역,승강기- 엘리베이터,10번 출입구
대림역,승강기- 휠체어리프트,"2호선 환승구간(E/S0,11 옆 계단)"
남구로역,승강기- 에스컬레이터,"대합실(1,6번 출입구 방면)"
남구로역,승강기- 에스컬레이터,2번 출입구
남구로역,승강기- 에스컬레이터,5번 출입구
남구로역,승강기- 에스컬레이터,5번 출입구
남구로역,승강기- 에스컬레이터,"대합실(1,6번 출입구 방면)"
남구로역,승강기- 에스컬레이터,대합실(2~5번 출입구 방면)
남구로역,승강기- 에스컬레이터,대합실(2~5번 출입구 방면)
남구로역,승강기- 에스컬레이터,"1,6번 출입구 방면 통로"
남구로역,승강기- 에스컬레이터,"1,6번 출입구 방면 통로"
남구로역,승강기- 에스컬레이터,2~5번 출입구 방면 통로
남구로역,승강기- 에스컬레이터,2~5번 출입구 방면 통로
남구로역,승강기- 에스컬레이터,2번 출입구
남구로역,승강기- 휠체어리프트,대림 방면1-1
남구로역,승강기- 휠체어리프트0,대합실(2~5번 출입구 방면)
남구로역,승강기- 휠체어리프트,4번 출입구
남구로역,승강기- 휠체어리프트,대림 방면8-4
남구로역,승강기- 휠체어리프트,가산디지털단지 방면8-4
남구로역,승강기- 휠체어리프트,가산디지털단지 방면1-1
남구로역,승강기- 휠체어리프트,"대합실(1,6번 출입구 방면)"
남구로역,승강기- 휠체어리프트,대합실(2~5번 출입구 방면)
남구로역,승강기- 휠체어리프트,"대합실(1,6번 출입구 방면)"
남구로역,승강기- 휠체어리프트,1번 출입구
남구로역,승강기- 휠체어리프트,대합실(2~5번 출입구 방면)
가산디지털단지역,승강기- 에스컬레이터,"대합실(4,5,6번 출입구 및 1호선 환승구간 방면)"
가산디지털단지역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
가산디지털단지역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
가산디지털단지역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
가산디지털단지역,승강기- 에스컬레이터,8번 출입구
가산디지털단지역,승강기- 에스컬레이터,8번 출입구
가산디지털단지역,승강기- 에스컬레이터,"대합실(4,5,6번 출입구 및 1호선 환승구간 방면)"
가산디지털단지역,승강기- 에스컬레이터,"대합실(4,5,6번 출입구 및 1호선 환승구간 방면)"
가산디지털단지역,승강기- 에스컬레이터,"대합실(7,8,9번 출입구 방면)"
가산디지털단지역,승강기- 에스컬레이터,"대합실(7,8,9번 출입구 방면)"
가산디지털단지역,승강기- 에스컬레이터,"대합실(7,8,9번 출입구 방면)"
가산디지털단지역,승강기- 에스컬레이터,7번 출입구
가산디지털단지역,승강기- 에스컬레이터,7번 출입구
가산디지털단지역,승강기- 에스컬레이터,환승통로(7호선 대합실-1호선 승강장)
가산디지털단지역,승강기- 엘리베이터,남구로 방면5-4
가산디지털단지역,승강기- 엘리베이터,철산 방면4-1
가산디지털단지역,승강기- 엘리베이터,대합실(지하2층)
가산디지털단지역,승강기- 엘리베이터,9번 출입구
가산디지털단지역,승강기- 휠체어리프트,4번 출입구
가산디지털단지역,승강기- 휠체어리프트,4번 출입구
가산디지털단지역,승강기- 휠체어리프트,5번 출입구
가산디지털단지역,승강기- 휠체어리프트,5번 출입구
철산역,승강기- 에스컬레이터,2번 출입구
철산역,승강기- 에스컬레이터,2번 출입구
철산역,승강기- 에스컬레이터,1번 출입구
철산역,승강기- 에스컬레이터,1번 출입구
철산역,승강기- 에스컬레이터,4번 출입구
철산역,승강기- 에스컬레이터,4번 출입구
철산역,승강기- 엘리베이터,가산디지털단지 방면5-1
철산역,승강기- 엘리베이터,광명사거리 방면4-4
철산역,승강기- 엘리베이터,1번 출입구
철산역,승강기- 엘리베이터,4번 출입구
광명사거리역,승강기- 에스컬레이터,9번 출입구
광명사거리역,승강기- 에스컬레이터,9번 출입구
광명사거리역,승강기- 엘리베이터,천왕 방면2-1
광명사거리역,승강기- 엘리베이터,2번 출입구
광명사거리역,승강기- 휠체어리프트,철산 방면8-4
천왕역,승강기- 에스컬레이터,3번 출입구
천왕역,승강기- 에스컬레이터,3번 출입구
천왕역,승강기- 에스컬레이터,1번 출입구
천왕역,승강기- 에스컬레이터,1번 출입구
천왕역,승강기- 에스컬레이터,2번 출입구
천왕역,승강기- 에스컬레이터,2번 출입구
천왕역,승강기- 엘리베이터,광명사거리 방면5-1
천왕역,승강기- 엘리베이터,온수 방면4-4
천왕역,승강기- 엘리베이터,3번 출입구
천왕역,승강기- 엘리베이터,2번 출입구
온수역,승강기- 무빙워크,1호선 환승통로(B1)
온수역,승강기- 무빙워크,1호선 환승통로(B1)
온수역,승강기- 에스컬레이터,천왕 방면1-1
온수역,승강기- 에스컬레이터,2번 출입구
온수역,승강기- 에스컬레이터,5번 출입구
온수역,승강기- 에스컬레이터,5번 출입구
