역명,승강기- 승강기 종류,승강기 설치위치
하남검단산역,승강기- 에스컬레이터,2번 출입구
하남검단산역,승강기- 에스컬레이터,2번 출입구
하남검단산역,승강기- 에스컬레이터,3번 출입구
하남검단산역,승강기- 에스컬레이터,3번 출입구
하남검단산역,승강기- 에스컬레이터,4번 출입구
하남검단산역,승강기- 에스컬레이터,하남시청 방면2-4
하남검단산역,승강기- 에스컬레이터,4번 출입구
하남검단산역,승강기- 에스컬레이터,하남검단산 방면7-1
하남검단산역,승강기- 에스컬레이터,하남검단산 방면7-1
하남검단산역,승강기- 에스컬레이터,하남시청 방면6-2
하남검단산역,승강기- 에스컬레이터,하남시청 방면6-2
하남검단산역,승강기- 에스컬레이터,하남검단산 방면3-3
하남검단산역,승강기- 에스컬레이터,하남검단산 방면3-3
하남검단산역,승강기- 에스컬레이터,"대합실(1,2,4번 출입구 방향)"
하남검단산역,승강기- 엘리베이터,하남시청 방면4-3
하남검단산역,승강기- 엘리베이터,하남검단산 방면5-3
하남검단산역,승강기- 엘리베이터,"1,2번 출입구 사이"
하남검단산역,승강기- 엘리베이터,4번 출입구
응암역,승강기- 에스컬레이터,대합실
응암역,승강기- 에스컬레이터,대합실
응암역,승강기- 에스컬레이터,2번 출입구
응암역,승강기- 에스컬레이터,2번 출입구
응암역,승강기- 엘리베이터,"역촌 방면5-2, 새절 방면4-2"
응암역,승강기- 엘리베이터,4번 출입구
역촌역,승강기- 에스컬레이터,불광 방면4-1
역촌역,승강기- 에스컬레이터,불광 방면4-1
역촌역,승강기- 에스컬레이터,4번 출입구
역촌역,승강기- 에스컬레이터,4번 출입구
역촌역,승강기- 에스컬레이터,2번 출입구
역촌역,승강기- 에스컬레이터,2번 출입구
역촌역,승강기- 엘리베이터,불광 방면4-2
역촌역,승강기- 엘리베이터,4번 출입구
불광역,승강기- 에스컬레이터,독바위 방면7-2
불광역,승강기- 에스컬레이터,대합실
불광역,승강기- 에스컬레이터,대합실
불광역,승강기- 에스컬레이터,대합실
불광역,승강기- 에스컬레이터,독바위 방면7-2
불광역,승강기- 에스컬레이터,독바위 방면2-2
불광역,승강기- 에스컬레이터,독바위 방면2-2
불광역,승강기- 에스컬레이터,환승통로
불광역,승강기- 에스컬레이터,환승통로
불광역,승강기- 에스컬레이터,환승통로
불광역,승강기- 에스컬레이터,환승통로
불광역,승강기- 에스컬레이터,대합실
불광역,승강기- 엘리베이터,독바위 방면5-2
불광역,승강기- 엘리베이터,독바위 방면4-1
불광역,승강기- 엘리베이터,8번 출입구
불광역,승강기- 휠체어리프트,환승통로
불광역,승강기- 휠체어리프트,환승통로
독바위역,승강기- 에스컬레이터,연신내 방면3-2
독바위역,승강기- 에스컬레이터,연신내 방면3-2
독바위역,승강기- 에스컬레이터,대합실
독바위역,승강기- 에스컬레이터,대합실
독바위역,승강기- 에스컬레이터,대합실
독바위역,승강기- 에스컬레이터,대합실
독바위역,승강기- 에스컬레이터,1번 출입구
독바위역,승강기- 에스컬레이터,1번 출입구
독바위역,승강기- 엘리베이터,연신내 방면3-2
독바위역,승강기- 엘리베이터,1번 출입구
연신내역,승강기- 에스컬레이터,구산 방면6-1
연신내역,승강기- 에스컬레이터,구산 방면6-1
연신내역,승강기- 에스컬레이터,구산 방면6-1
연신내역,승강기- 에스컬레이터,대합실
연신내역,승강기- 에스컬레이터,대합실
연신내역,승강기- 에스컬레이터,대합실
연신내역,승강기- 엘리베이터,구산 방면6-2
연신내역,승강기- 엘리베이터,6번 출입구
구산역,승강기- 에스컬레이터,응암 방면5-4
구산역,승강기- 에스컬레이터,응암 방면5-4
구산역,승강기- 엘리베이터,4번 출입구
새절역,승강기- 에스컬레이터,응암 방면3-3
새절역,승강기- 에스컬레이터,응암 방면3-3
새절역,승강기- 에스컬레이터,증산 방면3-4
새절역,승강기- 에스컬레이터,증산 방면3-4
새절역,승강기- 엘리베이터,응암 방면4-4
새절역,승강기- 엘리베이터,1번 출입구
새절역,승강기- 휠체어리프트,증산 방면5-4
증산역,승강기- 에스컬레이터,1번 출입구
증산역,승강기- 에스컬레이터,4번 출입구
증산역,승강기- 에스컬레이터,새절 방면3-4
증산역,승강기- 에스컬레이터,새절 방면3-4
증산역,승강기- 에스컬레이터,디지털미디어시티 방면3-3
증산역,승강기- 에스컬레이터,디지털미디어시티 방면3-3
증산역,승강기- 엘리베이터,새절 방면5-1
증산역,승강기- 엘리베이터,디지털미디어시티 방면4-3
증산역,승강기- 엘리베이터,2번 출입구
디지털미디어시티역,승강기- 에스컬레이터,증산 방면1-1
디지털미디어시티역,승강기- 에스컬레이터,월드컵경기장 방면8-4
디지털미디어시티역,승강기- 에스컬레이터,월드컵경기장 방면8-4
디지털미디어시티역,승강기- 에스컬레이터,월드컵경기장 방면1-1
디지털미디어시티역,승강기- 에스컬레이터,4번 출입구
디지털미디어시티역,승강기- 에스컬레이터,4번 출입구
디지털미디어시티역,승강기- 에스컬레이터,2번 출입구
디지털미디어시티역,승강기- 에스컬레이터,2번 출입구
디지털미디어시티역,승강기- 엘리베이터,증산 방면1-1
디지털미디어시티역,승강기- 엘리베이터,월드컵경기장 방면8-4
디지털미디어시티역,승강기- 엘리베이터,4번 출입구
디지털미디어시티역,승강기- 휠체어리프트,증산 방면8-4
디지털미디어시티역,승강기- 휠체어리프트,월드컵경기장 방면1-1
디지털미디어시티역,승강기- 휠체어리프트,3번 출입구
월드컵경기장역,승강기- 에스컬레이터,3번 출입구
월드컵경기장역,승강기- 에스컬레이터,1번 출입구
월드컵경기장역,승강기- 에스컬레이터,1번 출입구
월드컵경기장역,승강기- 에스컬레이터,1번 출입구
월드컵경기장역,승강기- 에스컬레이터,3번 출입구
월드컵경기장역,승강기- 에스컬레이터,3번 출입구
월드컵경기장역,승강기- 에스컬레이터,3번 출입구
월드컵경기장역,승강기- 에스컬레이터,2번 출입구
월드컵경기장역,승강기- 에스컬레이터,2번 출입구
월드컵경기장역,승강기- 에스컬레이터,2번 출입구
월드컵경기장역,승강기- 에스컬레이터,2번 출입구
월드컵경기장역,승강기- 에스컬레이터,1번 출입구
월드컵경기장역,승강기- 엘리베이터,디지털미디어시티 방면4-4
월드컵경기장역,승강기- 엘리베이터,마포구청 방면4-4
월드컵경기장역,승강기- 엘리베이터,2번 출입구
마포구청역,승강기- 에스컬레이터,1번 출입구
마포구청역,승강기- 에스컬레이터,"6,7번 출입구 사이"
마포구청역,승강기- 에스컬레이터,"6,7번 출입구 사이"
마포구청역,승강기- 에스컬레이터,8번 출입구
마포구청역,승강기- 에스컬레이터,1번 출입구
마포구청역,승강기- 에스컬레이터,8번 출입구
마포구청역,승강기- 에스컬레이터,3번 출입구
마포구청역,승강기- 에스컬레이터,3번 출입구
마포구청역,승강기- 에스컬레이터,4번 출입구
마포구청역,승강기- 에스컬레이터,4번 출입구
마포구청역,승강기- 에스컬레이터,5번 출입구
마포구청역,승강기- 에스컬레이터,5번 출입구
마포구청역,승강기- 엘리베이터,월드컵경기장 방면1-1
마포구청역,승강기- 엘리베이터,망원 방면8-4
마포구청역,승강기- 엘리베이터,8번 출입구
마포구청역,승강기- 엘리베이터,2번 출입구
망원역,승강기- 에스컬레이터,2번 출입구
망원역,승강기- 에스컬레이터,1번 출입구
망원역,승강기- 엘리베이터,마포구청 방면5-1
망원역,승강기- 엘리베이터,"2번 출입구, 합정 방면5-2"
합정역,승강기- 에스컬레이터,망원 방면3-3
합정역,승강기- 에스컬레이터,5번 출입구
합정역,승강기- 에스컬레이터,8번 출입구
합정역,승강기- 에스컬레이터,8번 출입구
합정역,승강기- 에스컬레이터,상수 방면6-1
합정역,승강기- 에스컬레이터,상수 방면6-1
합정역,승강기- 에스컬레이터,환승통로
합정역,승강기- 에스컬레이터,환승통로
합정역,승강기- 에스컬레이터,환승통로
합정역,승강기- 에스컬레이터,환승통로
합정역,승강기- 에스컬레이터,대합실
합정역,승강기- 에스컬레이터,대합실
합정역,승강기- 엘리베이터,망원 방면4-2
합정역,승강기- 엘리베이터,상수 방면5-1
합정역,승강기- 엘리베이터,6번 출입구
합정역,승강기- 휠체어리프트,대합실
상수역,승강기- 에스컬레이터,"합정 방면3-3, 광흥창 방면6-1"
상수역,승강기- 에스컬레이터,3번 출입구
상수역,승강기- 에스컬레이터,"합정 방면3-3, 광흥창 방면6-1"
상수역,승강기- 에스컬레이터,대합실
상수역,승강기- 에스컬레이터,대합실
상수역,승강기- 에스컬레이터,"1,2번 출입구"
상수역,승강기- 에스컬레이터,"1,2번 출입구"
상수역,승강기- 에스컬레이터,"3,4번 출입구"
상수역,승강기- 에스컬레이터,"3,4번 출입구"
상수역,승강기- 에스컬레이터,3번 출입구
상수역,승강기- 엘리베이터,"합정 방면4-4, 광흥창 방면5-1"
상수역,승강기- 엘리베이터,3번 출입구
상수역,승강기- 엘리베이터,대합실
광흥창역,승강기- 에스컬레이터,"상수 방면1-1, 대흥 방면8-4"
광흥창역,승강기- 에스컬레이터,"상수 방면8-4, 대흥 방면1-1"
광흥창역,승강기- 에스컬레이터,대합실
광흥창역,승강기- 에스컬레이터,대합실
광흥창역,승강기- 에스컬레이터,2번 출입구
광흥창역,승강기- 에스컬레이터,6번 출입구
광흥창역,승강기- 에스컬레이터,3번 출입구
광흥창역,승강기- 에스컬레이터,2번 출입구
광흥창역,승강기- 에스컬레이터,2번 출입구
광흥창역,승강기- 엘리베이터,1번 출입구
광흥창역,승강기- 엘리베이터,"상수 방면1-2, 대흥 방면8-3"
광흥창역,승강기- 엘리베이터,4번 출입구
광흥창역,승강기- 휠체어리프트,"상수 방면8-4, 대흥 방면1-1"
대흥역,승강기- 에스컬레이터,대합실
대흥역,승강기- 에스컬레이터,대합실
대흥역,승강기- 에스컬레이터,2번 출입구
대흥역,승강기- 에스컬레이터,4번 출입구
대흥역,승강기- 에스컬레이터,1번 출입구
대흥역,승강기- 에스컬레이터,1번 출입구
대흥역,승강기- 엘리베이터,"광흥창 방면4-4, 공덕 방면5-1"
대흥역,승강기- 엘리베이터,대합실
대흥역,승강기- 휠체어리프트,2번 출입구
공덕역,승강기- 에스컬레이터,7번 출입구
공덕역,승강기- 에스컬레이터,7번 출입구
공덕역,승강기- 에스컬레이터,환승통로(응암방면 승강장)
공덕역,승강기- 에스컬레이터,환승통로(응암방면 승강장)
공덕역,승강기- 에스컬레이터,환승통로(신내방면 승강장)
공덕역,승강기- 에스컬레이터,환승통로(신내방면 승강장)
공덕역,승강기- 엘리베이터,대흥 방면4-4
공덕역,승강기- 엘리베이터,효창공원 방면4-4
공덕역,승강기- 엘리베이터,5번 출입구
공덕역,승강기- 엘리베이터,대흥 방면1-1
공덕역,승강기- 엘리베이터,효창공원앞 방면8-4
효창공원앞역,승강기- 에스컬레이터,대합실
효창공원앞역,승강기- 에스컬레이터,대합실
효창공원앞역,승강기- 에스컬레이터,6번 출입구
효창공원앞역,승강기- 에스컬레이터,6번 출입구
효창공원앞역,승강기- 에스컬레이터,"공덕 방면6-4, 삼각지 방면3-1"
효창공원앞역,승강기- 에스컬레이터,"공덕 방면6-4, 삼각지 방면3-1"
효창공원앞역,승강기- 엘리베이터,"공덕 방면5-3, 삼각지 방면4-2"
효창공원앞역,승강기- 엘리베이터,대합실
효창공원앞역,승강기- 휠체어리프트,3번 출입구
삼각지역,승강기- 무빙워크,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 3,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 4,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 5,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 6,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 7,4호선 환승통로(B3)
삼각지역,승강기- 무빙워크 8,4호선 환승통로(B3)
삼각지역,승강기- 에스컬레이터,대합실
삼각지역,승강기- 에스컬레이터,대합실
삼각지역,승강기- 에스컬레이터,대합실
삼각지역,승강기- 에스컬레이터,대합실
삼각지역,승강기- 엘리베이터,효창공원앞 방면1-1
삼각지역,승강기- 엘리베이터,"녹사평 방면1-1, 효창공원앞 방면8-4"
삼각지역,승강기- 엘리베이터,8번 출입구
삼각지역,승강기- 엘리베이터,12번 출입구
삼각지역,승강기- 엘리베이터,환승통로
녹사평역,승강기- 에스컬레이터,"삼각지 방면3-3, 이태원 방면6-2"
녹사평역,승강기- 에스컬레이터,2번 출입구
녹사평역,승강기- 에스컬레이터,2번 출입구
녹사평역,승강기- 에스컬레이터,3번 출입구
녹사평역,승강기- 에스컬레이터,3번 출입구
녹사평역,승강기- 에스컬레이터,"삼각지 방면3-3, 이태원 방면6-2"
녹사평역,승강기- 에스컬레이터,"삼각지 방면5-4, 이태원 방면4-1"
녹사평역,승강기- 에스컬레이터,"삼각지 방면5-4, 이태원 방면4-1"
녹사평역,승강기- 에스컬레이터,대합실
녹사평역,승강기- 에스컬레이터,대합실
녹사평역,승강기- 에스컬레이터,대합실
녹사평역,승강기- 에스컬레이터,대합실
녹사평역,승강기- 에스컬레이터,대합실
녹사평역,승강기- 엘리베이터,"삼각지 방면4-3, 이태원 방면5-1"
녹사평역,승강기- 엘리베이터,대합실
녹사평역,승강기- 엘리베이터,3번 출입구
이태원역,승강기- 에스컬레이터,대합실
이태원역,승강기- 에스컬레이터,대합실
이태원역,승강기- 에스컬레이터,대합실
이태원역,승강기- 에스컬레이터,대합실
이태원역,승강기- 엘리베이터,"녹사평 방면3-1, 한강진 방면6-3"
이태원역,승강기- 엘리베이터,2번 출입구
한강진역,승강기- 에스컬레이터,대합실
한강진역,승강기- 에스컬레이터,대합실
한강진역,승강기- 에스컬레이터,2번 출입구
한강진역,승강기- 에스컬레이터,2번 출입구
한강진역,승강기- 엘리베이터,이태원 방면5-2
한강진역,승강기- 엘리베이터,버티고개 방면4-2
한강진역,승강기- 엘리베이터,3번 출입구
버티고개역,승강기- 에스컬레이터,대합실
버티고개역,승강기- 에스컬레이터,대합실
버티고개역,승강기- 에스컬레이터,3번 출입구
버티고개역,승강기- 에스컬레이터,3번 출입구
버티고개역,승강기- 엘리베이터,대합실
버티고개역,승강기- 엘리베이터,대합실
버티고개역,승강기- 엘리베이터,한강진 방면4-2
버티고개역,승강기- 엘리베이터,약수 방면5-3
버티고개역,승강기- 엘리베이터,2번 출입구
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,7번 출입구
약수역,승강기- 에스컬레이터,7번 출입구
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,"7,8번 출입구"
약수역,승강기- 에스컬레이터,"7,8번 출입구"
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,환승통로
약수역,승강기- 에스컬레이터,6번 출입구
약수역,승강기- 엘리베이터,버티고개 방면5-1
약수역,승강기- 엘리베이터,청구 방면4-4
약수역,승강기- 엘리베이터,버티고개 방면6-1
약수역,승강기- 엘리베이터,대합실
청구역,승강기- 에스컬레이터,환승통로
청구역,승강기- 에스컬레이터,1번 출입구
청구역,승강기- 에스컬레이터,환승통로
청구역,승강기- 에스컬레이터,환승통로
청구역,승강기- 에스컬레이터,환승통로
청구역,승강기- 에스컬레이터,1번 출입구
청구역,승강기- 에스컬레이터,1번 출입구
청구역,승강기- 에스컬레이터,3번 출입구
청구역,승강기- 에스컬레이터,3번 출입구
청구역,승강기- 에스컬레이터,1번 출입구
청구역,승강기- 엘리베이터,"신금호 방면5-3, 동대문역사문화공원 방면4-1"
청구역,승강기- 엘리베이터,대합실
청구역,승강기- 엘리베이터,대합실
청구역,승강기- 엘리베이터,3번 출입구
청구역,승강기- 엘리베이터,1번 출입구
신당역,승강기- 무빙워크,2호선 환승통로(B2)
신당역,승강기- 무빙워크,2호선 환승통로(B2)
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 에스컬레이터,"청구 방면2-2, 동묘앞 방면7-3"
신당역,승강기- 에스컬레이터,"청구 방면2-2, 동묘앞 방면7-3"
신당역,승강기- 에스컬레이터,"청구 방면6-1, 동묘앞 방면3-4"
신당역,승강기- 에스컬레이터,"청구 방면6-1, 동묘앞 방면3-4"
신당역,승강기- 에스컬레이터,10번 출입구
신당역,승강기- 에스컬레이터,10번 출입구
신당역,승강기- 에스컬레이터,환승통로
신당역,승강기- 엘리베이터,"청구 방면5-3, 동묘앞 방면4-2"
신당역,승강기- 휠체어리프트,"청구 방면1-1, 동묘앞 방면8-4"
신당역,승강기- 휠체어리프트,환승통로
신당역,승강기- 휠체어리프트,환승통로
신당역,승강기- 휠체어리프트,환승통로
신당역,승강기- 휠체어리프트,9번 출입구
동묘앞역,승강기- 에스컬레이터,"신당 방면7-3, 창신 방면2-2"
동묘앞역,승강기- 에스컬레이터,8번 출입구
동묘앞역,승강기- 에스컬레이터,"신당 방면2-3, 창신 방면7-2"
동묘앞역,승강기- 에스컬레이터,"신당 방면2-3, 창신 방면7-2"
동묘앞역,승강기- 에스컬레이터,"신당 방면7-3, 창신 방면2-2"
동묘앞역,승강기- 에스컬레이터,대합실
동묘앞역,승강기- 에스컬레이터,대합실
동묘앞역,승강기- 에스컬레이터,대합실
동묘앞역,승강기- 에스컬레이터,대합실
동묘앞역,승강기- 에스컬레이터,대합실
동묘앞역,승강기- 에스컬레이터,7번 출입구
동묘앞역,승강기- 에스컬레이터,8번 출입구
동묘앞역,승강기- 엘리베이터,"신당 방면3-3, 창신 방면6-2"
동묘앞역,승강기- 엘리베이터,"신당 방면8-4, 창신 방면1-1"
동묘앞역,승강기- 휠체어리프트,대합실
동묘앞역,승강기- 휠체어리프트,5번 출입구
창신역,승강기- 에스컬레이터,대합실
창신역,승강기- 에스컬레이터,대합실
창신역,승강기- 에스컬레이터,2번 출입구
창신역,승강기- 엘리베이터,"동묘앞 방면4-2, 보문 방면5-3"
창신역,승강기- 엘리베이터,"3,4번 출입구 사이"
창신역,승강기- 엘리베이터,2번 출입구
보문역,승강기- 에스컬레이터,대합실
보문역,승강기- 에스컬레이터,대합실
보문역,승강기- 엘리베이터,"창신 방면4-4 , 안암 방면5-1"
안암역,승강기- 에스컬레이터,1번 출입구
안암역,승강기- 에스컬레이터,1번 출입구
안암역,승강기- 에스컬레이터,4번 출입구
안암역,승강기- 에스컬레이터,4번 출입구
안암역,승강기- 에스컬레이터,대합실
안암역,승강기- 에스컬레이터,대합실
안암역,승강기- 엘리베이터,보문 방면5-2
안암역,승강기- 엘리베이터,고려대 방면4-3
안암역,승강기- 엘리베이터,1번 출입구
고려대역,승강기- 에스컬레이터,"대합실(B1, 아이센터 앞)"
고려대역,승강기- 에스컬레이터,안암 방면3-4
고려대역,승강기- 에스컬레이터,월곡 방면6-1
고려대역,승강기- 에스컬레이터,월곡 방면6-1
고려대역,승강기- 에스컬레이터,"대합실(B1, 화장실 측)"
고려대역,승강기- 에스컬레이터,1번 출입구 방면(B1)
고려대역,승강기- 에스컬레이터,1번 출입구 방면(B1)
고려대역,승강기- 에스컬레이터,6번 출입구
고려대역,승강기- 에스컬레이터,6번 출입구
고려대역,승강기- 에스컬레이터,4번 출입구
고려대역,승강기- 에스컬레이터,4번 출입구
고려대역,승강기- 에스컬레이터,안암 방면3-4
고려대역,승강기- 엘리베이터,안암 방면6-2
고려대역,승강기- 엘리베이터,월곡 방면3-2
고려대역,승강기- 엘리베이터,1번 출입구
고려대역,승강기- 엘리베이터,"3,4번 출입구 사이"
월곡역,승강기- 에스컬레이터,1번 출입구 방면(B1)
월곡역,승강기- 에스컬레이터,상월곡 방면3-3
월곡역,승강기- 에스컬레이터,1번 출입구
월곡역,승강기- 에스컬레이터,1번 출입구
월곡역,승강기- 에스컬레이터,4번 출입구 방면(B1)
월곡역,승강기- 에스컬레이터,2번 출입구
월곡역,승강기- 에스컬레이터,2번 출입구
월곡역,승강기- 에스컬레이터,3번 출입구
월곡역,승강기- 에스컬레이터,3번 출입구
월곡역,승강기- 에스컬레이터,고려대 방면3-4
월곡역,승강기- 에스컬레이터,고려대 방면3-4
월곡역,승강기- 에스컬레이터,상월곡 방면3-3
월곡역,승강기- 엘리베이터,고려대 방면4-4
월곡역,승강기- 엘리베이터,상월곡 방면4-4
월곡역,승강기- 엘리베이터,"1,5번 출입구 사이"
월곡역,승강기- 휠체어리프트,아이센터 측(B2)
상월곡역,승강기- 에스컬레이터,"대합실(B2, 화장실 측)"
상월곡역,승강기- 에스컬레이터,"대합실(B2, 화장실 측)"
상월곡역,승강기- 에스컬레이터,2번 출입구 방면(B1)
상월곡역,승강기- 에스컬레이터,3번 출입구 방면(B1)
상월곡역,승강기- 에스컬레이터,2번 출입구
상월곡역,승강기- 에스컬레이터,2번 출입구
상월곡역,승강기- 엘리베이터,4번 출입구
상월곡역,승강기- 휠체어리프트,월곡 방면1-1
상월곡역,승강기- 휠체어리프트,돌곶이 방면8-4
돌곶이역,승강기- 에스컬레이터,1번 출입구 방면(B1)
돌곶이역,승강기- 에스컬레이터,8번 출입구
돌곶이역,승강기- 에스컬레이터,8번 출입구
돌곶이역,승강기- 에스컬레이터,5번 출입구(B1)
돌곶이역,승강기- 엘리베이터,상월곡 방면4-4
돌곶이역,승강기- 엘리베이터,석계 방면4-4
돌곶이역,승강기- 엘리베이터,3번 출입구
석계역,승강기- 무빙워크,1호선 환승통로(B2)
석계역,승강기- 무빙워크,1호선 환승통로(B2)
석계역,승강기- 에스컬레이터,돌곶이 방면1-1
석계역,승강기- 에스컬레이터,"1호선 환승통로(B2, M/W 앞)"
석계역,승강기- 에스컬레이터,"1호선 환승통로(B2, 승강장방면)"
석계역,승강기- 에스컬레이터,"1호선 환승통로(B2, 승강장방면)"
석계역,승강기- 에스컬레이터,2번 출입구
석계역,승강기- 에스컬레이터,2번 출입구
석계역,승강기- 에스컬레이터,태릉입구 방면8-4
석계역,승강기- 에스컬레이터,돌곶이 방면6-3
석계역,승강기- 에스컬레이터,태릉입구 방면3-2
석계역,승강기- 에스컬레이터,7번 출입구 방면(B2)
석계역,승강기- 에스컬레이터,3번 출입구 방면
석계역,승강기- 에스컬레이터,4번 출입구
석계역,승강기- 에스컬레이터,4번 출입구
석계역,승강기- 에스컬레이터,"1호선 환승통로(B2, M/W 앞)"
석계역,승강기- 엘리베이터,돌곶이 방면3-3
석계역,승강기- 엘리베이터,태릉입구 방면6-2
석계역,승강기- 엘리베이터,1번 출입구
석계역,승강기- 엘리베이터,4번 출입구
석계역,승강기- 휠체어리프트,돌곶이 방면1-1
석계역,승강기- 휠체어리프트,태릉입구 방면8-4
태릉입구역,승강기- 에스컬레이터,환승통로(7호선 공릉 방면8-4)
태릉입구역,승강기- 에스컬레이터,7번 출입구
태릉입구역,승강기- 에스컬레이터,7번 출입구
태릉입구역,승강기- 에스컬레이터,"대합실(B1, 6번 출입구 방면)"
태릉입구역,승강기- 에스컬레이터,"대합실(B1, 6번 출입구 방면)"
태릉입구역,승강기- 에스컬레이터,6번 출입구
태릉입구역,승강기- 에스컬레이터,6번 출입구
태릉입구역,승강기- 에스컬레이터,환승통로(7호선 공릉 방면8-4)
태릉입구역,승강기- 에스컬레이터,환승통로(7호선 먹골 방면1-1)
태릉입구역,승강기- 에스컬레이터,환승통로(7호선 먹골 방면1-1)
태릉입구역,승강기- 에스컬레이터,환승통로(6호선 석계 방면8-4)
태릉입구역,승강기- 에스컬레이터,환승통로(6호선 석계 방면8-4)
태릉입구역,승강기- 에스컬레이터,환승통로(6호선 화랑대 방면1-1)
태릉입구역,승강기- 에스컬레이터,환승통로(6호선 화랑대 방면1-1)
태릉입구역,승강기- 엘리베이터,석계 방면5-3
태릉입구역,승강기- 엘리베이터,화랑대 방면3-4
태릉입구역,승강기- 엘리베이터,8번 출입구
태릉입구역,승강기- 엘리베이터,6번 출입구
화랑대역,승강기- 에스컬레이터,3번 출입구
화랑대역,승강기- 에스컬레이터,3번 출입구
화랑대역,승강기- 에스컬레이터,7번 출입구
화랑대역,승강기- 에스컬레이터,7번 출입구
화랑대역,승강기- 엘리베이터,태릉입구 방면5-4
화랑대역,승강기- 엘리베이터,봉화산 방면4-1
화랑대역,승강기- 엘리베이터,1번 출입구
화랑대역,승강기- 엘리베이터,7번 출입구
봉화산역,승강기- 에스컬레이터,화랑대 방면8-4
봉화산역,승강기- 에스컬레이터,신내 방면1-1
봉화산역,승강기- 에스컬레이터,3번 출입구
봉화산역,승강기- 에스컬레이터,3번 출입구
봉화산역,승강기- 엘리베이터,2번 출입구
봉화산역,승강기- 엘리베이터,4번 출입구
봉화산역,승강기- 휠체어리프트,화랑대 방면8-4
봉화산역,승강기- 휠체어리프트,신내 방면1-1
신내역,승강기- 에스컬레이터,"신내, 봉화산 방면7-4"
신내역,승강기- 에스컬레이터,"신내, 봉화산 방면7-4"
신내역,승강기- 엘리베이터,"신내, 봉화산 방면8-3"
장암역,승강기- 엘리베이터,1번 출입구
장암역,승강기- 엘리베이터,1번 출입구
도봉산역,승강기- 엘리베이터,장암 방면7-2
도봉산역,승강기- 엘리베이터,수락산 방면1-4
도봉산역,승강기- 엘리베이터,장암 방면3-4
도봉산역,승강기- 엘리베이터,수락산 방면4-2
도봉산역,승강기- 엘리베이터,1-1번 출입구
수락산역,승강기- 에스컬레이터,3번 출입구
수락산역,승강기- 에스컬레이터,3번 출입구
수락산역,승강기- 에스컬레이터,1번 출입구
수락산역,승강기- 에스컬레이터,6번 출입구
수락산역,승강기- 에스컬레이터,4번 출입구
수락산역,승강기- 에스컬레이터,4번 출입구
수락산역,승강기- 엘리베이터,1번 출입구
수락산역,승강기- 휠체어리프트,도봉산 방면1-1
수락산역,승강기- 휠체어리프트,마들 방면8-4
마들역,승강기- 에스컬레이터,"대합실(B2, 화장실 측)"
마들역,승강기- 에스컬레이터,"대합실(B2, 화장실 측)"
마들역,승강기- 에스컬레이터,3번 출입구
마들역,승강기- 에스컬레이터,3번 출입구
마들역,승강기- 에스컬레이터,6번 출입구
마들역,승강기- 에스컬레이터,6번 출입구
마들역,승강기- 에스컬레이터,개집표기 앞(B2)
마들역,승강기- 에스컬레이터,개집표기 앞(B2)
마들역,승강기- 엘리베이터,"수락산 방면8-4, 노원 방면1-1"
마들역,승강기- 엘리베이터,5번 출입구
마들역,승강기- 엘리베이터,4번 출입구
마들역,승강기- 엘리베이터,2번 출입구
마들역,승강기- 휠체어리프트,화장실 측(B2)
노원역,승강기- 에스컬레이터,"마들 방면1-1, 중계 방면8-4"
노원역,승강기- 에스컬레이터,3번 출입구
노원역,승강기- 에스컬레이터,3번 출입구
노원역,승강기- 에스컬레이터,6번 출입구
노원역,승강기- 에스컬레이터,6번 출입구
노원역,승강기- 에스컬레이터,8번 출입구
노원역,승강기- 에스컬레이터,8번 출입구
노원역,승강기- 에스컬레이터,"마들 방면1-1, 중계 방면8-4"
노원역,승강기- 에스컬레이터,"마들 방면1-1, 중계 방면8-4"
노원역,승강기- 에스컬레이터,"환승통로(B1, 4호선 방면)"
노원역,승강기- 에스컬레이터,"환승통로(B1, 4호선 방면)"
노원역,승강기- 에스컬레이터,환승통로(4호선 방면)
노원역,승강기- 에스컬레이터,환승통로(4호선 방면)
노원역,승강기- 에스컬레이터,환승통로(4호선 방면)
노원역,승강기- 에스컬레이터,환승통로(4호선 방면)
노원역,승강기- 엘리베이터,"마들 방면4-4, 중계 방면4-3"
노원역,승강기- 엘리베이터,3번 출입구
노원역,승강기- 엘리베이터,6번 출입구
노원역,승강기- 엘리베이터,5번 출입구
중계역,승강기- 에스컬레이터,1번 출입구
